threshold_label,tau,omitted_family,n_bases,flag_rate,aivr_class,aivr_pairwise
breakpoint_29,-0.7307477491473319,F1_CALENDAR,18,0.3333333333333333,1.0,0.5555555555555556
breakpoint_29,-0.7307477491473319,F2_SLACK,18,0.25,1.0,0.5
breakpoint_29,-0.7307477491473319,F3_BANKING,18,0.3333333333333333,1.0,0.5555555555555556
breakpoint_29,-0.7307477491473319,F4_EMAIL,18,0.3333333333333333,1.0,0.5555555555555556
interval_29_30,-0.4591128677333842,F1_CALENDAR,18,0.3333333333333333,1.0,0.5555555555555556
interval_29_30,-0.4591128677333842,F2_SLACK,18,0.25,1.0,0.5
interval_29_30,-0.4591128677333842,F3_BANKING,18,0.3333333333333333,1.0,0.5555555555555556
interval_29_30,-0.4591128677333842,F4_EMAIL,18,0.3333333333333333,1.0,0.5555555555555556
breakpoint_30,-0.1874779863194366,F1_CALENDAR,18,0.3472222222222222,1.0,0.5462962962962963
breakpoint_30,-0.1874779863194366,F2_SLACK,18,0.25,1.0,0.5
breakpoint_30,-0.1874779863194366,F3_BANKING,18,0.3472222222222222,1.0,0.5462962962962963
breakpoint_30,-0.1874779863194366,F4_EMAIL,18,0.3472222222222222,1.0,0.5462962962962963
interval_30_31,-0.1826724019390074,F1_CALENDAR,18,0.3472222222222222,1.0,0.5462962962962963
interval_30_31,-0.1826724019390074,F2_SLACK,18,0.25,1.0,0.5
interval_30_31,-0.1826724019390074,F3_BANKING,18,0.3472222222222222,1.0,0.5462962962962963
interval_30_31,-0.1826724019390074,F4_EMAIL,18,0.3472222222222222,1.0,0.5462962962962963
breakpoint_31,-0.1778668175585782,F1_CALENDAR,18,0.3611111111111111,1.0,0.5370370370370371
breakpoint_31,-0.1778668175585782,F2_SLACK,18,0.25,1.0,0.5
breakpoint_31,-0.1778668175585782,F3_BANKING,18,0.3611111111111111,1.0,0.5370370370370371
breakpoint_31,-0.1778668175585782,F4_EMAIL,18,0.3611111111111111,1.0,0.5370370370370371
interval_31_32,-0.17100414879041956,F1_CALENDAR,18,0.3611111111111111,1.0,0.5370370370370371
interval_31_32,-0.17100414879041956,F2_SLACK,18,0.25,1.0,0.5
interval_31_32,-0.17100414879041956,F3_BANKING,18,0.3611111111111111,1.0,0.5370370370370371
interval_31_32,-0.17100414879041956,F4_EMAIL,18,0.3611111111111111,1.0,0.5370370370370371
breakpoint_32,-0.16414148002226092,F1_CALENDAR,18,0.375,1.0,0.5277777777777778
breakpoint_32,-0.16414148002226092,F2_SLACK,18,0.25,1.0,0.5
breakpoint_32,-0.16414148002226092,F3_BANKING,18,0.375,1.0,0.5277777777777778
breakpoint_32,-0.16414148002226092,F4_EMAIL,18,0.375,1.0,0.5277777777777778
interval_32_33,-0.14170262598478078,F1_CALENDAR,18,0.375,1.0,0.5277777777777778
interval_32_33,-0.14170262598478078,F2_SLACK,18,0.25,1.0,0.5
